Product Usage Report,,
Jakata Salon,,
01/09/19 - 30/09/19 (Days: 30),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
Igora Vario Blond Super Plus ,2,31.60
BM Premi Lift 9+,13,184.34
Total,15,215.94
Colour Developers,#,Cost
IGORA Royal Oxigenta 6% 1 Litre,3,17.19
IGORA Royal Oxigenta 3% 1 Litre,4,22.92
BM Developer 2%,10,60.60
Vibrance Lotion 4%,2,11.10
BM Developer 6%,4,24.24
Vibrance 1.9% lotion,2,11.10
Total,25,147.15
Colour Tubes,#,Cost
"Vibrance 9,5-5",2,9.84
IGORA Royal 1-0,4,22.20
Igora dusted rouge 6-491,3,17.28
Igora dusted rouge 7-764,1,5.76
Vibrance 5-1,1,4.95
IGORA Royal 7-65,2,11.10
BM toning strawberry,6,38.52
IGORA Royal 7-4,2,11.10
vibrance 0-22,1,4.92
"IGORA Royal 9,5-1",3,16.65
IGORA Royal E-0,2,11.10
IGORA Royal 6-4,2,11.10
IGORA Color10 7-5 ,1,5.55
Vibrance 6-12,3,14.76
Vibrance 0-11,1,4.92
IGORA Royal 5-1,1,5.55
IGORA Royal SW Grey Lilac,2,11.52
Page 1 ,,
igora dusted rouge 9-674,1,5.76
"Vibrance 9,5-19",4,19.68
BM toning ice,14,89.88
"Vibrance 9,5-46",1,4.92
IGORA Royal 8-00,2,11.10
IGORA Royal 9-4,1,5.55
"IGORA Royal P 9,5-29",1,5.76
Vibrance 7-88,1,4.92
IGORA Royal 8-1,5,27.75
IGORA Royal 5-6,2,11.10
Vibrance 7-1,4,19.68
Igora Royal 3-222,1,5.76
IGORA Royal 5-00,1,5.55
IGORA Royal 8-11,3,16.65
BM toning lilac,2,12.84
IGORA Royal 6-1,2,11.10
IGORA Color10 5-12 ,1,5.55
IGORA Color10 7-12,1,5.55
Vibrance 6-6,1,4.92
IGORA Royal 5-88,1,5.55
IGORA Royal 8-55,1,5.55
BM toning sand,2,12.84
IGORA Royal P 6-89,1,5.76
Vibrance 8-0,2,9.84
IGORA Royal 6-99,1,5.55
IGORA Royal 10-0,1,5.55
Vibrance 7-55,1,4.92
IGORA Color10 6-00 ,1,5.55
IGORA Royal SW Slate Grey,1,5.76
IGORA Color10 7-0 ,1,5.55
IGORA Royal 4-0,4,22.20
IGORA Royal 7-1,5,27.75
IGORA Royal D-0,3,16.65
Vibrance 7-00,1,4.92
IGORA Royal 5-7,1,5.55
IGORA Royal 6-6,1,5.55
vibrance 7-57,3,14.76
"Vibrance 9,5-4",2,9.84
Vibrance 9-4,5,24.60
Page 2 ,,
IGORA Royal 7-0,2,11.10
Vibrance 8-46,1,4.92
BM toning caramel,1,6.42
IGORA Royal 8-65,1,5.55
IGORA Royal 7-57,1,5.55
"Vibrance 9,5-98",1,4.92
Vibrance 9-7,1,4.92
IGORA Color10 5-0 ,1,5.55
IGORA Royal 6-65,2,11.10
Vibrance 4-13,1,4.92
Vibrance 6-0,1,4.92
Vibrance 8-19,3,14.76
IGORA Royal Opulescence 5-67,1,5.76
Vibrance 8-11,7,34.44
TBH 7-49 C,1,6.42
"Vibrance 9,5-1",5,24.60
IGORA Royal 8-77,2,11.10
IGORA Royal 6-88,1,5.55
IGORA Royal 8-4,3,16.65
IGORA ROYAL OPULESCENCE 6-78,2,11.52
BM Bleach & tone Cool Addative,1,6.42
Vibrance 9-00,1,4.92
TBH 6-51 C,2,12.84
Vibrance 7-65,3,14.76
TBH 5-06N,1,6.42
"IGORA Royal P 9,5-89",1,5.76
BM toning steel blue,3,19.26
IGORA Royal FL L-88,3,17.28
IGORA Royal 6-5,1,5.55
IGORA Color10 6-99 ,1,5.55
IGORA Royal 9-1,1,5.55
IGORA Royal 6-12,2,11.10
IGORA Royal 9-98,1,5.55
Vibrance 9-1,6,29.52
Vibrance 7-4,5,24.60
Vibrance 9-0,3,14.76
IGORA Royal SW Dove Grey,2,11.52
BM toning apricot,3,19.26
IGORA Royal 3-0,2,11.10
Page 3 ,,
"Vibrance 9,5-21",4,19.68
IGORA Royal 9-7,1,5.55
IGORA Royal 6-00,2,11.10
IGORA Royal 6-0,4,22.20
IGORA Royal 8-0,3,16.65
Vibrance 9-65,2,9.84
Vibrance 9-57,1,4.92
IGORA Royal 5-4,1,5.55
IGORA Royal 5-0,3,16.65
IGORA Royal 7-00,1,5.55
IGORA Royal FL L-77,2,11.52
Total,227,"1,246.68"
Total,267,"1,609.77"
Page 4 ,,
PROFESSIONAL,,
Kevin.Murphy,,
Professional use only,#,Cost
BLONDE.ANGEL.WASH 1Ltr,1,24.43
YOUNG.AGAIN.WASH 1Ltr,1,33.01
ANGEL.WASH 1Ltr,1,22.94
REPAIR.ME.WASH 1Ltr,1,33.01
Total,4,113.39
Total,4,113.39
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Royal Vibrance 5-0,1,4.92
IGORA Colour10 8-11,2,11.10
IGORA Colour10  6-0,1,5.55
Total,4,21.57
Professional use only,#,Cost
Fibreplex 1 Booster 500ml,2,128.82
Total,2,128.82
Total,6,150.39
Schwarzkopf Igora,,
Colour Tubes,#,Cost
c10 7-1,1,0.00
Total,1,0.00
Total,1,0.00
Page 5 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Wet to Dry),#,Cost
SHIMMER.SHINE,1,13.54
Total,1,13.54
Total,1,13.54
Schwarzkopf Igora,,
Colour Tubes,#,Cost
IGORA COLOR10 8-4,1,5.55
Total,1,5.55
Total,1,5.55
Page 6 ,,
