Product Usage Report,,
Paul Kemp Hairdressing,,
01/03/19 - 31/03/19 (Days: 31),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
IGORA Royal 7-1,8,44.40
"Vibrance 9,5-4",6,29.52
IGORA Royal ABS 8-01,1,5.76
IGORA Royal 8-00,6,33.30
IGORA Royal ABS 4-60,3,17.28
IGORA Color10 5-5 ,1,5.55
IGORA Royal 6-77,1,5.55
IGORA Royal Nude 6-46,3,16.65
IGORA Royal FL L-88,1,5.76
IGORA Royal 0-11,1,5.55
IGORA Royal 6-0,6,33.30
"IGORA Royal 9,5-4",3,16.65
Igora dusted rouge 7-764,2,11.52
IGORA Royal 5-65,2,11.10
Vibrance 9-57,1,4.92
Vibrance 7-1,10,49.20
Vibrance 7-4,5,24.60
IGORA Royal 12-1,1,5.55
Vibrance 5-5,1,4.92
"Vibrance 9,5-46",6,29.52
IGORA Royal Nude 8-46,4,22.20
Vibrance 6-0,3,14.76
IGORA Royal 5-7,1,5.55
Vibrance 0-11,2,9.84
IGORA Royal 8-0,2,11.10
IGORA Royal ABS 5-60,2,11.52
IGORA Royal 8-1,4,22.20
IGORA Royal 10-0,1,5.55
Vibrance 4-6,1,4.92
IGORA Royal 6-00,10,55.50
IGORA Royal 6-68,1,5.55
IGORA Royal 6-99,1,5.55
Vibrance 5-1,2,9.90
IGORA Royal SW Silver,1,5.76
IGORA Royal 7-4,5,27.75
Vibrance 7-55,2,9.84
IGORA Royal Nude 10-46,1,5.55
"Vibrance 9,5-49",6,29.52
Page 3 ,,
Vibrance 6-6,2,9.84
IGORA Royal 7-00,8,44.40
IGORA Color10 6-00 ,1,5.55
IGORA Royal 9-0,1,5.55
IGORA Royal 7-0,9,49.95
Vibrance 7-65,5,24.60
BM toning ice,10,64.20
Vibrance 9-4,4,19.68
Vibrance 9-7,3,14.76
Total,352,"1,871.94"
Total,415,"2,417.12"
Page 4 ,,
PROFESSIONAL,,
--,,
Profeesional use only,#,Cost
gloves small,7,0.00
gloves large,1,0.00
Total,8,0.00
Total,8,0.00
Kevin.Murphy,,
Professional use only,#,Cost
STIMULATE.ME.WASH 1Ltr,1,24.43
YOUNG.AGAIN.WASH 1Ltr,1,33.01
ANGEL.MASQUE 1Ltr,1,35.75
HYDRATE.ME.WASH 1Ltr,1,24.43
YOUNG.AGAIN.RINSE 1Ltr,1,33.01
PLUMPING.WASH 1Ltr,1,33.01
ANGEL.RINSE 1Ltr,1,22.94
SMOOTH.AGAIN.WASH 1Ltr,1,24.43
MAXI.WASH 1Ltr,1,22.94
ANGEL.WASH 1Ltr,1,22.94
BLONDE.ANGEL.WASH 1Ltr,1,24.43
HYDRATE.ME.RINSE 1Ltr,1,24.43
Total,12,325.75
Total,12,325.75
Schwarzkopf,,
Colour Misc,#,Cost
Skin Protection Cream,1,3.55
Total,1,3.55
Hair Products (Prep),#,Cost
Hyaluronic Moisture Kick Conditioner,1,18.30
pH 4.5 Color Freeze Sulphate Free Shampoo,1,17.45
Total,2,35.75
Profeesional use only,#,Cost
Silver foil (box of 3) 90m Plain ,3,32.40
Total,3,32.40
Professional use only,#,Cost
Page 5 ,,
Hyaluronic Moisture Kick shampoo,1,10.47
bc fibre clinix tribond treatment for fine hair,2,28.98
Total,3,39.45
Total,9,111.15
Page 6 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Finish),#,Cost
FREE.HOLD,1,13.54
FRESH.HAIR,2,26.00
Total,3,39.54
Hair Products (Prep),#,Cost
DOO.OVER,1,13.00
Total,1,13.00
Hair Products (Wet to Dry),#,Cost
SHIMMER.ME BLONDE,1,13.54
STAYING.ALIVE,1,12.16
SHIMMER.SHINE,1,13.54
SMOOTH.AGAIN,2,32.50
ANTI.GRAVITY.SPRAY,2,24.92
Total,7,96.66
Total,11,149.20
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Royal FL L-44,1,5.76
Total,1,5.76
Hair Products (Wet to Dry),#,Cost
Osis Blow & Go 200ml,2,12.44
Good Bye Yellow neutralizing wash,1,12.50
Total,3,24.94
Total,4,30.70
Page 7 ,,
