Product Usage Report,,
Paul Kemp Hairdressing,,
01/08/20 - 31/08/20 (Days: 31),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
"IGORA Royal 9,5-49",2,11.10
Page 2 ,,
Vibrance 8-0,6,29.52
Vibrance 6-46,1,4.92
Vibrance 0-00,1,4.92
Vibrance 5-0,1,4.92
IGORA Royal 7-1,8,44.40
Vibrance 0-55,1,5.10
IGORA Royal ABS 8-50,1,5.76
Vibrance 8-19,1,4.92
Vibrance 6-68,2,9.84
"Vibrance 9,5-21",1,4.92
BM toning ice,8,51.36
"Vibrance 9,5-19",3,14.76
IGORA Royal 9-00,4,22.20
Vibrance 1-0,2,9.84
"IGORA Royal 9,5-4",1,5.55
BM toning strawberry,1,6.42
IGORA Royal 4-0,1,5.55
IGORA Royal 5-00,3,16.65
Vibrance 9-55,2,9.84
IGORA Royal 9-65,1,5.55
IGORA Royal Nude 7-46,1,5.55
IGORA Royal 0-11,1,5.55
IGORA Royal 7-65,2,11.10
Vibrance 6-6,4,19.68
Vibrance 0-77,1,4.92
IGORA Royal 7-4,3,16.65
Vibrance 6-0,116920057,"5,752,466,804.40"
IGORA Royal Nude 8-46,4,22.20
IGORA Royal ABS 9-10,1,5.76
IGORA Royal 6-4,1,5.55
Vibrance 8-11,5,24.60
IGORA Royal 9-55,1,5.55
Vibrance 9-7,1,4.92
"Vibrance 9,5-49",4,19.68
Igora dusted rouge 8-849,1,5.59
Vibrance 9-0,1,4.92
BM toning sand,3,19.26
IGORA Royal 8-1,2,11.10
IGORA Color 10 3-0 ,1,5.55
Page 3 ,,
"IGORA Royal 9,5-1",8,44.40
IGORA Royal 8-77,2,11.10
IGORA Royal SW Silver,1,5.76
IGORA Royal 6-77,1,5.55
IGORA Royal 6-0,3,16.65
IGORA Royal 0-77,2,11.10
IGORA Royal 7-77,4,22.20
IGORA ROYAL OPULESCENCE 6-78,3,17.28
IGORA Royal 6-88,1,5.55
Vibrance 4-6,1,4.92
Vibrance 7-0,6,29.52
Vibrance 6-12,2,9.84
IGORA Royal 9-1,2,11.10
TBH 7-47 W,1,6.42
TBH 10-19 C,2,0.00
Vibrance 7-4,3,14.76
IGORA Royal 6-99,1,5.55
Total,11692008,"5,752,468,135.15"
Total,1169200,"5,752,468,759"
Page 4 ,,
PROFESSIONAL,,
--,,
Profeesional use only,#,Cost
gloves large,1,0.00
gloves small,1,0.00
Total,2,0.00
Total,2,0.00
Kevin.Murphy,,
Professional use only,#,Cost
SMOOTH.AGAIN.RINSE 1Ltr,1,22.21
Total,1,22.21
Total,1,22.21
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Colour10 8-11,1,5.55
IGORA Colour10 7-00,1,5.55
Total,2,11.10
Profeesional use only,#,Cost
Silver foil (box of 3) 90m Plain ,3,32.40
Total,3,32.40
Professional use only,#,Cost
BW pH 4.5 Color Freeze Silver Shampoo,1,17.45
fibre clinix tribond treatment for coarse hair,1,14.49
bc fibre clinix peptide repair booster,1,16.26
bc fibre clinix tribond treatment for fine hair,1,14.49
Peptide Repair Rescue treatment,1,18.30
bc fibre clinix hyaluronic moisture booster,1,16.26
Total,6,97.25
Total,11,140.75
Page 5 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Finish),#,Cost
Bedroom.hair,1,13.00
Total,1,13.00
Hair Products (Prep),#,Cost
YOUNG.AGAIN OIL,1,17.88
Total,1,17.88
Hair Products (Wet to Dry),#,Cost
BODY.MASS,1,17.88
Total,1,17.88
Total,3,48.76
Schwarzkopf,,
Hair Products (Finish),#,Cost
Osis Elastic 500ml,1,6.24
Osis Elastic 300ml,1,5.25
Total,2,11.49
Hair Products (Wet to Dry),#,Cost
peptide repair rescue sealed ends,1,7.17
Osis Blow & Go 200ml,2,12.44
Osis Upload 200ml,2,13.20
Osis Tame Wild 150ml,1,6.75
Good Bye Yellow neutralizing wash,1,12.50
Total,7,52.06
Total,9,63.55
Schwarzkopf Igora,,
Colour Tubes,#,Cost
IGORA ROYAL 6-16,1,0.00
Total,1,0.00
Total,1,0.00
Schwarzkopf Retail,,
Hair Products (Wet to Dry),#,Cost
Chro ID Bold Pink ,2,28.00
Chro ID Bold Red,1,14.00
Page 6 ,,
Total,3,42.00
Total,3,42.00
Page 7 ,,
