Product Performance,,,,,,,,,,,,,,,
Paul Kemp Hairdressing,,,,,,,,,,,,,,,
01/01/22 - 30/03/22 (Days: 89),,,,,,,,,,,,,,,
Category All,,,,,,,,,,,,,,,
Brand All,,,,,,,,,,,,,,,
Name All,,,,,,,,,,,,,,,
Include zero sales No,,,,,,,,,,,,,,,
Brand Extensions - Category Extensions Hair,,,,,,,,,,,,,,,
Product Name,"Unit
Cost","Unit
Price",Arriv,"Sold
Qt",Stock,"Last
Wk Qt","Last 2
Wks Qt","Trans
In","Trans
Out",Order,"Gross
Profit",GP%,"Sell
thru","Days
Stock",Barcode
All Hair Extensions,0.00,0.00,0,2,-2,0,0,0,0,0,383.86,100%,0%,NA,NA
Brand K18.Biomimetic.Hairscience - Category Retail (Backwash),,,,,,,,,,,,,,,
Product Name,"Unit
Cost","Unit
Price",Arriv,"Sold
Qt",Stock,"Last
Wk Qt","Last 2
Wks Qt","Trans
In","Trans
Out",Order,"Gross
Profit",GP%,"Sell
thru","Days
Stock",Barcode
K18 15 ML leave-in molecular repair hair mask 2022,0.00,25.00,0,8,-8,2,2,0,0,0,200.00,100%,0%,NA,858511001289
K18 50ML leave-in molecular repair hair mask 2022,0.00,55.00,0,4,-4,1,2,0,0,0,203.50,100%,0%,NA,858511001128
K18 5ML leave-in molecular repair hair mask 2022,0.00,9.50,0,1,-1,0,0,0,0,0,0.00,NA,0%,NA,858511001098
Brand Kevin.Murphy - Category Gift Pack,,,,,,,,,,,,,,,
Product Name,"Unit
Cost","Unit
Price",Arriv,"Sold
Qt",Stock,"Last
Wk Qt","Last 2
Wks Qt","Trans
In","Trans
Out",Order,"Gross
Profit",GP%,"Sell
thru","Days
Stock",Barcode
KEVIN.MURPHY Tangle Me Not,0.00,50.00,0,2,-3,0,0,0,0,0,50.00,100%,0%,NA,9339341035060
Kevin.Murphy Once Upon A Blonde,0.00,45.00,0,2,-8,1,1,0,0,0,90.00,100%,0%,NA,9339341035091
Page 1,,,,,,,,,,,,,,,
Brand Kevin.Murphy - Category Professional use only,,,,,,,,,,,,,,,
Product Name,"Unit
Cost","Unit
Price",Arriv,"Sold
Qt",Stock,"Last
Wk Qt","Last 2
Wks Qt","Trans
In","Trans
Out",Order,"Gross
Profit",GP%,"Sell
thru","Days
Stock",Barcode
Treat.Me Moisture vial/cruet,42.90,0.00,0,1,-1,0,0,0,0,0,-26.45,-161%,0%,1280,9339341003908
Brand Kevin.Murphy - Category Retail (Backwash),,,,,,,,,,,,,,,
Product Name,"Unit
Cost","Unit
Price",Arriv,"Sold
Qt",Stock,"Last
Wk Qt","Last 2
Wks Qt","Trans
In","Trans
Out",Order,"Gross
Profit",GP%,"Sell
thru","Days
Stock",Barcode
Bedroom.hair,13.00,24.00,0,4,-16,1,1,0,0,3,20.00,28%,0%,525,9339341005292
FREE.HOLD,13.54,25.00,0,1,-5,0,0,0,0,2,-13.54,NA,0%,1142,9339341009900
FRESH.HAIR,13.00,24.00,0,1,-9,0,0,0,0,6,11.00,46%,0%,1001,9339341010357
SUPER.GOO,13.54,25.00,0,1,0,0,0,0,0,0,3.96,23%,0%,923,9339341002505
Touchable Spray,0.00,24.00,0,1,-7,0,1,0,0,0,0.00,NA,0%,NA,9339341010302
"Brand Kevin.Murphy - Category Retail (Shampoo, Conditioner, Treatment)",,,,,,,,,,,,,,,
Product Name,"Unit
Cost","Unit
Price",Arriv,"Sold
Qt",Stock,"Last
Wk Qt","Last 2
Wks Qt","Trans
In","Trans
Out",Order,"Gross
Profit",GP%,"Sell
thru","Days
Stock",Barcode
ANGEL.MASQUE,16.25,30.00,0,1,3,1,1,0,0,0,-16.25,NA,0%,NA,9339341003519
ANGEL.RINSE,12.46,23.00,0,3,-9,0,0,0,0,1,31.62,46%,0%,931,9339341007517
ANGEL.WASH,11.92,22.00,0,4,-15,0,0,0,0,4,40.32,46%,0%,931,9339341007494
BALANCING.WASH,10.83,20.00,0,1,-1,0,1,0,0,0,9.17,46%,0%,1029,9339341000396
BLONDE.ANGEL,11.38,21.00,0,1,-11,0,0,0,0,0,9.62,46%,0%,525,9339341002284
BLONDE.ANGEL.WASH,11.92,22.00,0,3,-6,0,0,0,0,2,30.24,46%,0%,525,9339341007555
Cool.Angel,12.46,23.00,0,1,-16,0,0,0,0,9,10.54,46%,0%,561,9339341006213
Crystal.Angel,12.46,23.00,0,1,-11,0,0,0,0,2,10.54,46%,0%,897,9339341006183
HYDRATE-ME.RINSE,12.46,23.00,0,3,-12,1,1,0,0,3,31.62,46%,0%,897,9339341009764
HYDRATE-ME.WASH,11.92,22.00,0,3,-7,2,2,0,0,2,23.64,40%,0%,897,9339341009740
Hydrate-Me.wash,0.00,27.00,0,2,-4,1,1,0,0,2,27.00,100%,0%,NA,9339341004240
PLUMPING.RINSE,14.08,26.00,0,2,-3,1,1,0,0,0,23.84,46%,0%,1029,9339341003458
Page 2,,,,,,,,,,,,,,,
PLUMPING.WASH,13.00,24.00,0,2,-3,0,0,0,0,0,14.80,36%,0%,1029,9339341009788
POWDER.PUFF,11.92,22.00,0,1,3,0,0,0,0,0,10.08,46%,0%,525,9339341001416
Plumping.Wash,0.00,27.00,0,1,-4,0,0,0,0,0,27.00,100%,0%,NA,9339341007449
SMOOTH.AGAIN.RINSE,12.46,23.00,0,1,2,0,0,0,0,0,10.54,46%,0%,923,9339341004837
SMOOTH.AGAIN.WASH,11.92,22.00,0,1,2,0,0,0,0,1,10.08,46%,0%,1175,9339341004820
YOUNG.AGAIN OIL,17.88,33.00,0,2,-32,0,0,0,0,0,30.24,46%,0%,931,9339341001744
YOUNG.AGAIN.MASQUE,17.88,33.00,0,1,0,0,0,0,0,0,5.22,23%,0%,NA,9339341003076
YOUNG.AGAIN.WASH,13.00,24.00,0,1,-4,1,1,0,0,5,11.00,46%,0%,875,9339341003052
hydrate-me.rinse 458ml,0.00,30.00,0,1,-1,1,1,0,0,0,0.00,NA,0%,NA,9339341004257
Brand Kevin.Murphy - Category Retail (Styling Products),,,,,,,,,,,,,,,
Product Name,"Unit
Cost","Unit
Price",Arriv,"Sold
Qt",Stock,"Last
Wk Qt","Last 2
Wks Qt","Trans
In","Trans
Out",Order,"Gross
Profit",GP%,"Sell
thru","Days
Stock",Barcode
ANTI.GRAVITY,12.46,23.00,0,1,-5,0,0,0,0,0,10.54,46%,0%,1029,9339341000259
EVER.SMOOTH,0.00,30.00,0,1,-10,0,0,0,0,0,25.00,100%,0%,561,9339341012665
Heated.Defense,13.54,25.00,0,1,-10,0,0,0,0,2,11.46,46%,0%,561,9339341006336
Killer.Waves,16.79,31.00,0,1,-7,0,0,0,0,0,14.21,46%,0%,NA,9339341006329
SHIMMER.ME BLONDE,13.54,25.00,0,2,-26,0,0,0,0,3,8.77,24%,0%,561,9339341005001
kevin murphy blowdry ever.bounce,0.00,30.00,0,2,-10,0,0,0,0,0,46.45,100%,0%,NA,9339341022619
kevin murphy blowdry ever.lift,0.00,30.00,0,1,-9,0,0,0,0,0,30.00,100%,0%,NA,9339341022596
Brand Miscellaneous - Category Internal Marketing,,,,,,,,,,,,,,,
Product Name,"Unit
Cost","Unit
Price",Arriv,"Sold
Qt",Stock,"Last
Wk Qt","Last 2
Wks Qt","Trans
In","Trans
Out",Order,"Gross
Profit",GP%,"Sell
thru","Days
Stock",Barcode
Refferal In,0.00,0.00,0,4,-49,0,0,0,0,0,0.00,NA,0%,NA,16019768
Refferal Out,0.00,0.00,0,100,-1386,12,13,0,0,0,0.00,NA,0%,NA,16021976
Page 3,,,,,,,,,,,,,,,
Brand Olaplex - Category Retail (Backwash),,,,,,,,,,,,,,,
