Product Usage Report,,
Base Hair Academy,,
01/08/20 - 31/08/20 (Days: 31),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
BM Premi Lift 9+,10,141.80
Igora Vario Blond Super Plus ,2,31.60
Total,12,173.40
Colour Developers,#,Cost
BM Developer 9%,2,12.12
BM Developer 2%,5,30.30
IGORA Royal Oxigenta 9% 1 Litre,1,5.73
BM Developer 6%,5,30.30
IGORA Royal Oxigenta 6% 1 Litre,2,11.46
IGORA Royal Oxigenta 3% 1 Litre,2,11.46
Vibrance 1.9% lotion,6,33.30
Total,23,134.67
Colour Tubes,#,Cost
"Vibrance 9,5-21",1,4.92
"IGORA Royal 9,5-22",1,5.55
Vibrance 8-11,3,14.76
IGORA Royal 9-1,1,5.55
IGORA Royal 0-11,1,5.55
IGORA Royal 3-0,1,5.55
Vibrance 5-1,1,4.95
Vibrance 7-77,1,4.92
BM Bleach & tone Cool Addative,1,6.42
"IGORA Royal 9,5-49",1,5.55
Vibrance 8-0,1,4.92
IGORA Royal 9-4,1,5.55
Vibrance 7-4,3,14.76
IGORA Royal 7-4,3,16.65
IGORA Royal SW Slate Grey,1,5.76
IGORA ROYAL OPULESCENCE 8-19,1,5.76
Page 1 ,,
IGORA Royal FL L-88,2,11.52
"IGORA Royal P 9,5-89",4,23.04
IGORA Royal ABS 6-60,1,5.76
IGORA Royal 7-0,6,33.30
BM toning lilac,7,44.94
BM toning sand,2,12.84
Vibrance 8-46,3,14.76
disheveled nudes 8-211,1,5.76
IGORA Royal 7-55,1,5.55
Vibrance 4-0,1,4.92
IGORA Color10 5-12 ,1,5.55
vibrance 7-57,2,9.84
IGORA Royal 6-65,1,5.55
Vibrance 0-33,1,4.92
IGORA Royal 9-98,2,11.10
BM toning ice,6,38.52
IGORA Royal 9-0,2,11.10
IGORA Royal 8-77,1,5.55
IGORA Royal 4-99,1,5.55
IGORA Royal 5-1,2,11.10
IGORA Royal SW Silver,3,17.28
IGORA Royal 7-77,1,5.55
IGORA Color10 6-6,1,5.55
Vibrance 9-65,2,9.84
IGORA Royal ABS 8-60,1,5.76
IGORA Color10 4-6 ,1,5.55
Vibrance 1-0,1,4.92
