Product Usage Report,,
Jakata Salon,,
01/07/19 - 31/07/19 (Days: 31),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
IGORA Royal 9-7,5003,"27,766.65"
BM toning sand,4,25.68
IGORA Royal 7-57,1,5.55
vibrance 0-22,1,4.92
IGORA Royal 8-11,6,33.30
"IGORA Royal P 9,5-89",2,11.52
Vibrance 4-0,2,9.84
IGORA Royal 9-4,1,5.55
"Vibrance 9,5-46",1,4.92
IGORA Royal P 6-89,2,11.52
Vibrance 8-19,5,24.60
IGORA Color10 6-00 ,1,5.55
"IGORA Royal 9,5-4",1,5.55
IGORA Royal P 11-89,1,5.76
IGORA Royal 5-65,1,5.55
IGORA Royal 7-65,1,5.55
Page 2 ,,
BM Bleach & tone Cool Addative,3,19.26
IGORA Royal 3-0,4,22.20
IGORA Royal 5-0,5,27.75
IGORA Royal 1-1,1,5.55
IGORA Royal 7-1,3,16.65
IGORA Royal 0-22,1,5.55
IGORA Color 10 3-0 ,1,5.55
IGORA Color10 6-4 ,1,5.55
IGORA Royal 6-00,2,11.10
"Vibrance 9,5-19",8,39.36
IGORA Color10 8-65,1,5.55
TBH 8-06N,2,12.84
IGORA Royal 7-77,3,16.65
Vibrance 7-77,1,4.92
IGORA Royal 4-0,3,16.65
IGORA Color 10 4-00,3,16.65
IGORA Royal 5-00,2,11.10
IGORA Royal 8-4,3,16.65
IGORA Royal 5-1,1,5.55
IGORA Royal 9-1,6,33.30
IGORA Royal SW Silver,3,17.28
Vibrance 4-46,1,4.92
IGORA Color10 9-12 ,4,22.20
Vibrance 5-67,1,4.92
IGORA Royal 6-77,3,16.65
"IGORA Royal 9,5-1",8,44.40
IGORA Royal 12-19,1,5.55
BM toning apricot,1,6.42
"IGORA Royal P 9,5-43",1,5.76
IGORA Royal 10-21,1,5.55
IGORA Color10 7-12,4,22.20
IGORA Color10 7-0 ,4,22.20
Vibrance 9-00,3,14.76
Vario Blonde Cool lift,1,5.61
IGORA Royal 4-6,2,11.10
"IGORA Expert Mouse 9,5-12",1,5.13
IGORA Color10 5-5 ,1,5.55
IGORA Color10 6-65 ,2,11.10
Vibrance 1-0,1,4.92
Page 3 ,,
Vibrance 6-12,2,9.84
IGORA Royal SW Grey Lilac,5,28.80
TBH 5-56 W,2,12.84
IGORA ROYAL OPULESCENCE 8-19,2,11.52
IGORA Royal 4-5,1,5.55
"Vibrance 9,5-21",5,24.60
Igora Royal 4-998,1,5.76
Vibrance 7-4,3,14.76
TBH 6-06N,1,6.42
IGORA Royal 7-4,3,16.65
IGORA Royal 8-1,4,22.20
TBH 6-19 C ,1,6.42
BM toning caramel,1,6.42
IGORA Royal 8-0,5,27.75
"Vibrance 9,5-1",16,78.72
IGORA Royal 9-0,1,5.55
vibrance 7-57,1,4.92
Vibrance 5-00,2,9.84
TBH 10-51 C,1,0.00
Igora dusted rouge 7-764,4,23.04
Vibrance 3-0,1,4.92
Vibrance 9-57,1,4.92
IGORA Royal D-0,1,5.55
"Vibrance 9,5-49",4,19.68
BM toning lilac,10,64.20
IGORA Royal 9-00,2,11.10
IGORA Color10 5-0 ,4,22.20
IGORA Royal FL L-49,1,5.76
Vibrance 9-1,6,29.52
IGORA Royal 5-4,1,5.55
IGORA Royal 6-99,1,5.55
BM toning strawberry,9,57.78
IGORA Royal Opulescence 9-57,1,5.76
Vibrance 7-1,5,24.60
IGORA Royal 10-1,1,5.55
IGORA Color10 5-12 ,2,11.10
Vibrance 9-4,4,19.68
Vibrance 6-46,2,9.84
IGORA Royal FL L-77,1,5.76
Page 4 ,,
IGORA Royal 6-1,4,22.20
BM toning ice,28,179.76
"IGORA Royal 9,5-49",1,5.55
Vibrance 0-55,1,5.10
IGORA Royal E-0,1,5.55
Total,5368,"29,790.21"
Total,5433,"30,347.80"
Page 5 ,,
PROFESSIONAL,,
Kevin.Murphy,,
Professional use only,#,Cost
PLUMPING.WASH 1Ltr,1,33.01
HYDRATE.ME.MASQUE 1Ltr,1,35.75
REPAIR.ME.RINSE 1Ltr,1,33.01
BLONDE.ANGEL.WASH 1Ltr,2,48.86
SMOOTH.AGAIN.RINSE 1Ltr,1,22.21
BLONDE.ANGEL 1Ltr,1,24.43
HYDRATE.ME.WASH 1Ltr,2,48.86
ANGEL.RINSE 1Ltr,1,22.94
Total,10,269.07
Total,10,269.07
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Royal Vibrance 5-65,3,14.76
IGORA Royal Vibrance 5-1,1,4.92
IGORA Royal Vibrance 4-0,1,4.92
IGORA Royal Vibrance 6-0,2,9.84
IGORA Royal Vibrance 1-0,3,14.76
IGORA Royal Vibrance 9-0,1,4.92
Total,11,54.12
Hair Products (Prep),#,Cost
pH 4.5 Color Freeze Sulphate Free Shampoo,1,17.45
Total,1,17.45
Professional use only,#,Cost
Hyaluronic Moisture Kick shampoo,1,10.47
BM Keratin Restore Bonding Mask All Blondes 500ml,1,11.34
BW pH 4.5 Color Freeze Silver Shampoo,2,34.90
Total,4,56.71
Total,16,128.28
Page 6 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Finish),#,Cost
Session.Spray Flex ,1,0.00
Total,1,0.00
Hair Products (Wet to Dry),#,Cost
SMOOTH.AGAIN,1,16.25
Heated.Defense,1,13.54
ANTI.GRAVITY,1,12.46
Total,3,42.25
Total,4,42.25
Schwarzkopf,,
Hair Products (Finish),#,Cost
Osis Refresh Dust 300ml,1,6.60
Total,1,6.60
Hair Products (Prep),#,Cost
pH 4.5 Colour Freeze Micellar Cleansing Conditioner,1,11.43
Total,1,11.43
Hair Products (Wet to Dry),#,Cost
Osis Topped Up,1,5.49
Osis Blow & Go 200ml,1,6.22
Total,2,11.71
Total,4,29.74
Page 7 ,,
