Product Usage Report,,
Jakata Salon,,
01/01/19 - 31/01/19 (Days: 31),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
BM Premi Lift 9+,4,56.72
Igora Vario Blond Super Plus ,7,110.60
Total,11,167.32
Colour Developers,#,Cost
BM Developer 9%,1,6.06
IGORA Royal Vibrance Developer Lotion 4% Litre,1,5.55
BM Developer 2%,6,36.36
BM Developer 6%,5,30.30
Vibrance 1.9% lotion,3,16.65
IGORA Royal Oxigenta 6% 1 Litre,7,40.11
Vibrance activator gel 1.9%,1,5.55
IGORA Royal Oxigenta 3% 1 Litre,7,40.11
IGORA Royal Oxigenta 9% 1 Litre,2,11.46
Total,33,192.15
Colour Tubes,#,Cost
IGORA Color10 6-65 ,1,5.55
IGORA Royal 5-6,2,11.10
IGORA Royal E-0,1,5.55
"Vibrance 9,5-46",1,4.92
IGORA Color10 5-0 ,2,11.10
IGORA Royal 7-55,1,5.55
IGORA Royal 8-1,4,22.20
IGORA Royal 9-4,1,5.55
IGORA Royal FL L-22,1,5.76
IGORA Royal 5-0,2,11.10
Igora Royal 3-222,3,17.28
BM toning steel blue,1,6.42
IGORA Royal SW Grey Lilac,9,51.84
IGORA Royal 12-1,1,5.55
Page 1 ,,
IGORA Royal 5-63,1,5.55
Vibrance 0-11,1,4.92
IGORA Royal 3-0,2,11.10
IGORA Royal 6-4,1,5.55
IGORA Royal 7-00,3,16.65
Vibrance 6-12,1,4.92
igora pastelfier,1,5.55
"Vibrance 9,5-4",1,4.92
IGORA Royal 6-0,6,33.30
IGORA Royal 10-1,1,5.55
IGORA Color10 8-00 ,1,5.55
"IGORA Royal P 9,5-29",3,17.28
BM toning sand,3,19.26
IGORA Royal 8-4,1,5.55
"Vibrance 9,5-49",1,4.92
IGORA Royal D-0,3,16.65
BM toning strawberry,4,25.68
IGORA Royal 1-0,2,11.10
IGORA Royal 8-65,1,5.55
IGORA Color10 6-00 ,2,11.10
IGORA Royal 8-11,4,22.20
IGORA Royal 5-7,2,11.10
Vibrance 9-4,1,4.92
IGORA Color 10 4-65 ,1,5.55
BM Bleach & tone Cool Addative,3,19.26
Vibrance 8-19,2,9.84
BM toning lilac,5,32.10
IGORA Royal FL L-89,1,5.76
vibrance 0-22,1,4.92
IGORA Royal 9-1,4,22.20
Vibrance 0-77,1,4.92
IGORA Royal 7-57,2,11.10
IGORA Royal SW Silver,3,17.28
"Vibrance 9,5-19",2,9.84
IGORA Royal 4-0,5,27.75
IGORA Royal 7-65,1,5.55
IGORA Royal 4-99,1,5.55
IGORA Royal 4-6,1,5.55
IGORA Royal SW Slate Grey,1,5.76
Page 2 ,,
IGORA Royal FL L-77,1,5.76
IGORA Royal 5-5,1,5.55
Vibrance 5-67,1,4.92
Igora Royal 4-332,1,5.76
Vibrance 9-1,5,24.60
IGORA Royal 7-0,5,27.75
"Vibrance 9,5-21",3,14.76
"IGORA Royal 9,5-1",4,22.20
BM toning ice,13,83.46
Vibrance 7-1,1,4.92
IGORA Color10 7-0 ,2,11.10
IGORA Royal 6-77,5,27.75
IGORA Royal 6-65,1,5.55
IGORA Royal 7-1,4,22.20
disheveled nudes 8-211,1,5.76
IGORA Royal SW Dove Grey,3,17.28
Vibrance 8-11,1,4.92
IGORA Royal 7-4,2,11.10
"IGORA Royal 9,5-22",2,11.10
IGORA Royal 8-77,3,16.65
IGORA Royal 6-1,2,11.10
IGORA Royal 6-6,4,22.20
IGORA Royal 6-63,1,5.55
IGORA Royal 5-1,1,5.55
Vibrance 8-46,1,4.92
IGORA Royal 4-65,1,5.55
IGORA Royal 3-65,1,5.55
IGORA Royal 5-4,1,5.55
Vibrance 7-00,1,4.92
IGORA Royal FL L-88,2,11.52
"Vibrance 9,5-1",5,24.60
IGORA Royal 5-00,1,5.55
"IGORA Royal 9,5-4",3,16.65
IGORA Royal 10-21,1,5.55
IGORA ROYAL OPULESCENCE 8-19,6,34.56
IGORA Color10 5-7 ,1,5.55
"IGORA Expert Mouse 9,5-1",2,10.26
IGORA Royal 6-68,1,5.55
"IGORA Royal 9,5-49",1,5.55
Page 3 ,,
IGORA Royal 12-19,2,11.10
IGORA Royal 8-0,3,16.65
Vibrance 6-46,2,9.84
IGORA Royal 5-99,1,5.55
IGORA Royal 6-12,3,16.65
"Vibrance 9,5-98",1,4.92
IGORA Royal 6-00,2,11.10
IGORA Color 10 3-0 ,2,11.10
IGORA Royal 9-0,2,11.10
Total,223,"1,248.60"
Total,267,"1,608.07"
Page 4 ,,
PROFESSIONAL,,
Kevin.Murphy,,
Hair Products (Prep),#,Cost
Autumn.Angel,1,24.43
Total,1,24.43
Professional use only,#,Cost
HYDRATE.ME.WASH 1Ltr,2,48.86
ANGEL.RINSE 1Ltr,1,22.94
ANGEL.WASH 1Ltr,1,22.94
STIMULATE.ME.WASH 1Ltr,1,24.43
MAXI.WASH 1Ltr,1,22.94
Total,6,142.11
Total,7,166.54
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Royal Vibrance 5-99,1,4.92
IGORA Royal Vibrance 7-4,1,4.92
IGORA Royal Vibrance 5-7,1,4.92
IGORA Royal Vibrance 3-65,1,4.92
IGORA Royal Vibrance 8-4,1,4.92
IGORA Royal Vibrance 8-77,1,4.92
IGORA Royal Vibrance 5-5,2,9.84
IGORA Royal Vibrance 4-66,2,9.84
IGORA Royal Vibrance 7-0,1,4.92
IGORA Royal Vibrance 7-65,2,9.84
IGORA Royal Vibrance 8-0,1,4.92
IGORA Royal Vibrance 1-0,1,4.92
IGORA Royal Vibrance 9-0,2,9.84
IGORA Royal Vibrance 7-57,1,4.92
IGORA Royal Vibrance 1-1,2,9.84
IGORA Royal Vibrance 6-55,1,4.92
IGORA Royal Vibrance 5-1,1,4.92
IGORA Royal Vibrance 7-77,1,4.92
Total,23,113.16
Hair Products (Prep),#,Cost
pH 4.5 Color Freeze Conditioner,1,18.30
Page 5 ,,
Q10 Time Restore Shampoo,1,17.45
Hyaluronic Moisture Kick Conditioner,1,18.30
Total,3,54.05
Professional use only,#,Cost
BW pH 4.5 Color Freeze Silver Shampoo,2,34.90
bc fibre clinix tribond treatment for fine hair,1,14.49
Total,3,49.39
Total,29,216.60
Page 6 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Finish),#,Cost
Bedroom.hair,1,13.00
Total,1,13.00
Hair Products (Prep),#,Cost
DOO.OVER,1,13.00
Total,1,13.00
Hair Products (Wet to Dry),#,Cost
MOTION.LOTION,1,12.46
SHIMMER.SHINE,1,13.54
Total,2,26.00
Total,4,52.00
Schwarzkopf,,
Hair Products (Finish),#,Cost
OSiS Session Label Super Dry Flex 300ml,1,6.21
Total,1,6.21
Total,1,6.21
Page 7 ,,
