Product Usage Report,,
Jakata Salon,,
01/10/19 - 31/10/19 (Days: 31),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
Igora Vario Blond Super Plus ,1,15.80
BM Premi Lift 9+,14,198.52
Total,15,214.32
Colour Developers,#,Cost
IGORA Royal Oxigenta 6% 1 Litre,5,28.65
Vibrance 1.9% lotion,8,44.40
IGORA Royal Oxigenta 12% 1 Litre,1,5.73
BM Developer 9%,1,6.06
BM Developer 2%,7,42.42
IGORA Royal Oxigenta 3% 1 Litre,5,28.65
Vibrance Lotion 4%,1,5.55
BM Developer 6%,8,48.48
Total,36,209.94
Colour Tubes,#,Cost
IGORA Royal 0-55,1,5.55
Vibrance 7-4,3,14.76
Vibrance 9-7,1,4.92
IGORA Royal 1-0,4,22.20
IGORA Royal 8-0,2,11.10
disheveled nudes 8-211,2,11.52
IGORA Color10 5-5 ,1,5.55
Igora dusted rouge 6-491,1,5.76
Vibrance 9-57,1,4.92
IGORA Royal 4-13,1,5.55
BM toning strawberry,3,19.26
IGORA Color10 7-0 ,3,16.65
IGORA Royal 9-7,2,11.10
IGORA Royal 7-57,2,11.10
IGORA Color10 9-12 ,1,5.55
Page 1 ,,
"IGORA Royal 9,5-1",5,27.75
IGORA Royal 5-99,3,16.65
IGORA ROYAL OPULESCENCE 8-19,3,17.28
BM toning caramel,1,6.42
IGORA Color10 7-12,4,22.20
Vibrance 7-55,1,4.92
IGORA Royal 7-1,5,27.75
Vibrance 0-11,1,4.92
IGORA Royal Nude 6-46,1,5.55
IGORA Royal P 6-89,3,17.28
IGORA Royal 7-0,4,22.20
Vibrance 9-4,5,24.60
IGORA Royal 6-1,1,5.55
IGORA Royal 5-57,1,5.55
IGORA Royal 4-0,2,11.10
Vibrance 7-1,6,29.52
Vibrance 9-1,5,24.60
BM toning lilac,5,32.10
Igora Royal 3-222,1,5.76
IGORA Royal 6-99,3,16.65
IGORA Royal SW Slate Grey,2,11.52
IGORA Color10 5-0 ,3,16.65
IGORA Royal 6-0,5,27.75
IGORA Royal 7-65,3,16.65
IGORA Royal 6-12,5,27.75
"Vibrance 9,5-5",3,14.76
TBH 9-16 C,1,6.42
IGORA Royal 5-88,1,5.55
IGORA Royal 9-1,5,27.75
BM toning apricot,1,6.42
IGORA Royal FL L-77,2,11.52
IGORA ROYAL OPULESCENCE 6-78,2,11.52
IGORA Royal 6-88,2,11.10
IGORA Royal D-0,5,27.75
IGORA Color10 5-7 ,2,11.10
BM toning steel blue,2,12.84
IGORA Color10 8-65,1,5.55
IGORA Royal 5-0,5,27.75
IGORA Royal 4-65,1,5.55
Page 2 ,,
IGORA Royal 3-0,3,16.65
IGORA Royal 5-00,1,5.55
IGORA Royal 6-4,2,11.10
Vibrance 7-48,1,4.92
"Vibrance 9,5-1",11,54.12
Vibrance 8-46,1,4.92
Vibrance 9-0,3,14.76
Vibrance 6-46,1,4.92
IGORA Royal 5-7,2,11.10
IGORA Royal 8-11,3,16.65
IGORA Royal 1-1,2,11.10
IGORA Royal 5-68,3,16.65
IGORA Royal 10-4,1,5.55
"IGORA Royal P 9,5-89",1,5.76
IGORA Royal 5-65,2,11.10
IGORA Royal SW Grey Lilac,5,28.80
Vibrance 0-55,1,5.10
IGORA Royal Opulescence 5-67,2,11.52
IGORA Color10 6-00 ,2,11.10
IGORA Color10 7-5 ,2,11.10
BM Bleach & tone pastel additive,1,6.42
IGORA Royal 6-65,6,33.30
Vibrance 9-00,2,9.84
IGORA Color10 5-12 ,1,5.55
Vibrance 8-0,4,19.68
IGORA Color10 6-4 ,1,5.55
BM toning sand,3,19.26
IGORA ROYAL OPULESCENCE 7-48,1,5.76
IGORA Royal 9-0,1,5.55
IGORA Royal 6-77,4,22.20
disheveled nudes 12-481,1,5.76
"IGORA Royal 9,5-4",1,5.55
IGORA Color 10 3-0 ,1,5.55
IGORA Color 10 4-00,1,5.55
Vibrance 9-55,2,9.84
IGORA Royal 12-4,1,5.55
IGORA Color10 6-65 ,1,5.55
IGORA Royal SW Dove Grey,3,17.28
Vibrance 7-77,3,14.76
Page 3 ,,
"Vibrance 9,5-21",6,29.52
IGORA Royal 12-19,1,5.55
Vibrance 9-65,1,4.92
IGORA Royal 8-65,1,5.55
IGORA Royal SW Silver,2,11.52
IGORA Royal 7-00,1,5.55
Vibrance 8-19,5,24.60
IGORA Royal 7-4,4,22.20
IGORA Royal FL L-88,1,5.76
Vibrance 7-65,3,14.76
"Vibrance 9,5-19",7,34.44
BM toning ice,20,128.40
Vibrance 6-0,2,9.84
IGORA Royal 8-77,4,22.20
Vibrance 0-00,1,4.92
IGORA Royal 7-55,2,11.10
Vibrance 5-00,1,4.92
Vibrance 6-12,5,24.60
"Vibrance 9,5-46",1,4.92
Vibrance 8-11,6,29.52
"Vibrance 9,5-49",3,14.76
IGORA Royal 7-77,3,16.65
TBH 5-16 C,1,6.42
IGORA Royal 9-98,2,11.10
IGORA Royal 8-4,4,22.20
"Vibrance 9,5-4",2,9.84
"Vibrance 9,5-98",2,9.84
IGORA Royal 6-00,1,5.55
IGORA Royal 8-1,3,16.65
IGORA Royal Nude 7-46,2,11.10
IGORA Royal 8-00,3,16.65
Total,326,"1,786.26"
Total,377,"2,210.52"
Page 4 ,,
PROFESSIONAL,,
Joico,,
Colour Tubes,#,Cost
Joico Ruby Red,1,5.67
Joico Red,1,5.67
Total,2,11.34
Total,2,11.34
Kevin.Murphy,,
Hair Products (Prep),#,Cost
Cool.Angel,1,24.43
Total,1,24.43
Professional use only,#,Cost
ANGEL.WASH 1Ltr,2,45.88
PLUMPING.RINSE 1Ltr,2,66.02
REPAIR.ME.RINSE 1Ltr,1,33.01
REPAIR.ME.WASH 1Ltr,1,33.01
HYDRATE.ME.MASQUE 1Ltr,1,35.75
ANGEL.MASQUE 1Ltr,1,35.75
STIMULATE.ME.WASH 1Ltr,1,24.43
MAXI.WASH 1Ltr,2,45.88
SMOOTH.AGAIN.RINSE 1Ltr,1,22.21
SMOOTH.AGAIN.WASH 1Ltr,2,48.86
BLONDE.ANGEL 1Ltr,1,24.43
Total,15,415.23
Total,16,439.66
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Colour10 8-11,5,27.75
IGORA Royal Vibrance 5-0,1,4.92
IGORA Colour10 5-1,1,5.55
IGORA Colour10  6-0,1,5.55
IGORA Colour10 7-00,1,5.55
IGORA Royal Vibrance 7-0,1,4.92
Total,10,54.24
Professional use only,#,Cost
Page 5 ,,
BW pH 4.5 Color Freeze Silver Shampoo,2,34.90
Total,2,34.90
Total,12,89.14
Schwarzkopf Igora,,
Colour Tubes,#,Cost
c10 7-1,1,0.00
Total,1,0.00
Total,1,0.00
Page 6 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Prep),#,Cost
BODY.BUILDER,2,26.00
Total,2,26.00
Hair Products (Wet to Dry),#,Cost
UN.TANGLED,1,12.46
BODY.MASS,1,17.88
Heated.Defense,1,13.54
Total,3,43.88
Professional use only,#,Cost
Elixir Flacon Bottle,1,0.00
Total,1,0.00
Total,6,69.88
Schwarzkopf,,
Hair Products (Prep),#,Cost
Peptide Repair Rescue : Blow-Defence,1,8.10
collagen volume boost perfect foam,1,8.34
Total,2,16.44
Total,2,16.44
Schwarzkopf Igora,,
Colour Tubes,#,Cost
color10,1,0.00
IGORA COLOR10 8-4,4,22.20
Total,5,22.20
Total,5,22.20
Page 7 ,,
