Product Usage Report,,
Jakata Salon,,
01/05/19 - 31/05/19 (Days: 31),,
Staff All,,
COLOUR,,
Schwarzkopf,,
Colour Bleach,#,Cost
IGORA ROYAL OPULESCENCE 6-78,1,5.76
Vibrance 9-4,5,24.60
IGORA Royal 5-7,1,5.55
IGORA Royal 6-68,1,5.55
IGORA Color10 4-6 ,1,5.55
IGORA Royal 7-0,7,38.85
IGORA Royal Nude 10-46,1,5.55
Vibrance 7-77,1,4.92
IGORA Color10 9-00,2,11.10
Vibrance 9-65,2,9.84
Vibrance 7-1,5,24.60
IGORA Royal 5-00,2,11.10
Igora dusted rouge 7-764,1,5.76
"Vibrance 9,5-1",11,54.12
IGORA Color10 7-57 ,1,5.55
IGORA Royal 7-00,1,5.55
Vibrance 7-00,1,4.92
IGORA Royal 4-88,1,5.55
IGORA Royal 9-1,4,22.20
IGORA Royal 8-11,5,27.75
Vibrance 6-12,2,9.84
IGORA Royal FL L-77,3,17.28
IGORA Royal 7-77,2,11.10
IGORA Royal 5-6,1,5.55
IGORA Royal 1-0,2,11.10
Page 3 ,,
IGORA Royal 6-88,1,5.55
IGORA Royal 5-1,3,16.65
IGORA Royal 8-1,7,38.85
IGORA Royal 5-88,1,5.55
IGORA Royal 7-1,4,22.20
IGORA Royal P 6-89,2,11.52
IGORA Color10 5-12 ,2,11.10
IGORA Royal FL L-88,3,17.28
BM Bleach & tone Cool Addative,3,19.26
IGORA Royal SW Silver,5,28.80
IGORA Royal 1-1,3,16.65
IGORA Royal 6-65,2,11.10
IGORA Royal 9-7,3,16.65
IGORA Royal 7-4,1,5.55
IGORA Color10 8-00 ,2,11.10
IGORA Color 10 4-65 ,1,5.55
IGORA Royal 12-19,1,5.55
IGORA Color10 8-65,1,5.55
disheveled nudes 8-211,1,5.76
IGORA Royal 4-0,4,22.20
IGORA Royal 6-0,8,44.40
IGORA Color10 6-65 ,1,5.55
IGORA Color10 9-0 ,1,5.55
"Vibrance 9,5-98",3,14.76
IGORA Royal 12-1,1,5.55
Vibrance 6-0,2,9.84
IGORA Color10 9-12 ,3,16.65
"IGORA Royal P 9,5-29",3,17.28
IGORA Color10 4-88,1,5.55
IGORA Royal P 6-23,2,11.52
BM toning steel blue,1,6.42
IGORA Royal 10-1,1,5.55
BM toning ice,16,102.72
"Vibrance 9,5-5",1,4.92
IGORA Royal 8-77,4,22.20
Igora dusted rouge 7-982,1,5.76
IGORA Royal SW Grey Lilac,8,46.08
"IGORA Royal P 9,5-89",2,11.52
"Vibrance 9,5-49",4,19.68
Page 4 ,,
Vibrance 7-0,2,9.84
IGORA Royal 0-22,1,5.55
"Vibrance 9,5-19",5,24.60
"Vibrance 9,5-21",7,34.44
IGORA Royal 5-4,1,5.55
"Vibrance 9,5-4",3,14.76
Total,366,"2,021.22"
Total,434,"2,612.80"
Page 5 ,,
PROFESSIONAL,,
Joico,,
Colour Tubes,#,Cost
Joico Amethyst Purple,1,5.67
Total,1,5.67
Total,1,5.67
Kevin.Murphy,,
Professional use only,#,Cost
HYDRATE.ME.RINSE 1Ltr,1,24.43
REPAIR.ME.WASH 1Ltr,1,33.01
SMOOTH.AGAIN.RINSE 1Ltr,1,22.21
ANGEL.WASH 1Ltr,1,22.94
REPAIR.ME.RINSE 1Ltr,1,33.01
STIMULATE.ME.WASH 1Ltr,1,24.43
PLUMPING.WASH 1Ltr,2,66.02
HYDRATE.ME.MASQUE 1Ltr,1,35.75
HYDRATE.ME.WASH 1Ltr,1,24.43
MAXI.WASH 1Ltr,1,22.94
YOUNG.AGAIN.RINSE 1Ltr,1,33.01
SMOOTH.AGAIN.WASH 1Ltr,1,24.43
Total,13,366.61
Total,13,366.61
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Royal Vibrance 8-4,1,4.92
IGORA Royal Vibrance 7-0,1,4.92
IGORA Royal Vibrance 7-88,1,4.92
IGORA Royal Vibrance 4-0,1,4.92
IGORA Royal Vibrance 1-1,1,4.92
IGORA Royal Vibrance 9-0,1,4.92
IGORA Royal Vibrance 5-1,1,4.92
Total,7,34.44
Profeesional use only,#,Cost
Silver foil (box of 3) 90m Plain ,1,10.80
Total,1,10.80
Page 6 ,,
Professional use only,#,Cost
BW pH 4.5 Color Freeze Silver Shampoo,3,52.35
Hyaluronic Moisture Kick shampoo,1,10.47
Total,4,62.82
Total,12,108.06
Page 7 ,,
RETAIL,,
Kevin.Murphy,,
Hair Products (Finish),#,Cost
Bedroom.hair,1,13.00
Session.Spray Flex ,1,0.00
Total,2,13.00
Hair Products (Wet to Dry),#,Cost
HAIR.RESORT.SPRAY,1,12.46
Heated.Defense,1,13.54
ANTI.GRAVITY.SPRAY,1,12.46
Total,3,38.46
Total,5,51.46
Schwarzkopf,,
Colour Tubes,#,Cost
IGORA Royal FL L-44,1,5.76
Total,1,5.76
Hair Products (Finish),#,Cost
OSiS Session Label Powder Cloud 8g,1,9.03
Osis Dust It 10gr,1,6.75
OSIS+ Soft Texture Spray ,1,11.00
OSIS+ Fresh Texture Foam ,1,6.60
Total,4,33.38
Hair Products (Prep),#,Cost
Keratin Smooth Perfect: Duo Layering,1,15.06
pH 4.5 Colour Freeze Silver Micellar Shampoo,1,5.73
Total,2,20.79
Hair Products (Wet to Dry),#,Cost
Osis Flatliner 200ml,1,6.60
peptide repair rescue sealed ends,1,7.17
Total,2,13.77
Total,9,73.70
Page 8 ,,
